,WindDir,WindSpeed,Temp,Humidity,Pressure,Precip
2016-01-04 01:00:00,100,5,-13.1,83,993.6,0.0
2016-01-04 02:00:00,106,4,-12.8,83,992.6,0.0
2016-01-04 03:00:00,104,5,-11.8,82,991.5,0.0
2016-01-04 04:00:00,114,5,-11.2,81,990.2,0.0
2016-01-04 05:00:00,104,5,-11.1,81,989.5,0.0
2016-01-04 06:00:00,100,6,-10.5,80,988.7,0.0
2016-01-04 07:00:00,103,6,-10.1,79,988.0,0.0
2016-01-04 08:00:00,101,6,-9.5,76,987.4,0.0
2016-01-04 09:00:00,104,6,-8.8,73,987.1,0.0
2016-01-04 10:00:00,96,7,-8.0,72,986.3,0.0
2016-01-04 11:00:00,106,6,-7.4,70,985.5,0.0
2016-01-04 12:00:00,99,6,-6.3,69,984.8,0.0
2016-01-04 13:00:00,111,5,-5.4,67,984.4,0.0
2016-01-04 14:00:00,98,4,-5.6,70,984.3,0.0
2016-01-04 15:00:00,101,4,-5.5,73,984.4,0.0
2016-01-04 16:00:00,125,4,-4.8,73,984.6,0.0
2016-01-04 17:00:00,167,4,-4.8,84,984.9,0.0
2016-01-04 18:00:00,80,3,-5.3,88,984.9,0.1
2016-01-04 19:00:00,105,3,-5.3,88,985.0,0.0
2016-01-04 20:00:00,147,2,-5.8,90,984.9,0.0
2016-01-04 21:00:00,126,2,-7.2,91,984.7,0.0
2016-01-04 22:00:00,98,3,-7.3,92,984.7,0.0
2016-01-04 23:00:00,88,3,-7.8,91,984.7,0.0
2016-01-05 00:00:00,51,3,-9.4,86,985.0,0.1
2016-01-05 01:00:00,71,3,-7.4,90,985.2,0.0
2016-01-05 02:00:00,86,3,-6.8,89,985.2,0.0
2016-01-05 03:00:00,106,4,-7.0,89,984.9,0.0
2016-01-05 04:00:00,107,3,-6.9,89,984.7,0.0
2016-01-05 05:00:00,102,2,-6.8,89,984.8,0.0
2016-01-05 06:00:00,19,3,-6.6,89,984.8,0.3
2016-01-05 07:00:00,74,3,-6.9,88,985.3,0.0
2016-01-05 08:00:00,70,3,-6.7,88,985.6,0.0
2016-01-05 09:00:00,117,3,-6.2,87,985.9,0.0
2016-01-05 10:00:00,66,2,-5.7,86,986.2,0.0
2016-01-05 11:00:00,105,3,-5.0,83,985.9,0.0
2016-01-05 12:00:00,132,3,-4.6,82,986.0,0.1
2016-01-05 13:00:00,101,3,-4.1,82,986.2,0.0
2016-01-05 14:00:00,71,2,-4.1,86,986.4,0.0
2016-01-05 15:00:00,128,2,-4.2,91,986.7,0.0
2016-01-05 16:00:00,136,2,-4.0,92,987.0,0.0
2016-01-05 17:00:00,93,2,-3.7,90,987.3,0.0
2016-01-05 18:00:00,73,2,-3.7,88,987.4,0.5
2016-01-05 19:00:00,88,3,-3.6,89,987.3,0.0
2016-01-05 20:00:00,88,3,-3.5,89,987.4,0.0
2016-01-05 21:00:00,103,3,-3.3,88,987.7,0.0
2016-01-05 22:00:00,91,3,-3.2,89,987.6,0.0
2016-01-05 23:00:00,76,2,-3.1,88,987.6,0.0
2016-01-06 00:00:00,74,3,-3.0,88,987.7,0.0
2016-01-06 01:00:00,105,2,-2.9,88,988.0,0.0
2016-01-06 02:00:00,44,2,-3.0,88,988.4,0.0
2016-01-06 03:00:00,44,2,-3.1,88,988.2,0.0
2016-01-06 04:00:00,67,2,-3.1,88,988.1,0.0
2016-01-06 05:00:00,70,1,-2.8,88,988.5,0.0
2016-01-06 06:00:00,71,2,-2.8,88,988.4,0.0
2016-01-06 07:00:00,60,2,-2.7,89,988.6,0.0
2016-01-06 08:00:00,70,2,-2.5,88,988.9,0.0
2016-01-06 09:00:00,100,3,-2.1,88,989.4,0.0
2016-01-06 10:00:00,100,3,-1.6,86,988.9,0.0
2016-01-06 11:00:00,100,3,-1.0,84,988.7,0.0
2016-01-06 12:00:00,10,3,-0.5,83,988.4,0.0
2016-01-06 13:00:00,10,3,-0.6,85,988.3,0.0
2016-01-06 14:00:00,10,2,-1.1,90,988.7,0.0
2016-01-06 15:00:00,360,3,-1.3,90,989.0,0.0
2016-01-06 16:00:00,360,3,-1.6,92,989.4,0.0
2016-01-06 17:00:00,360,4,-1.9,93,989.3,0.0
2016-01-06 18:00:00,350,3,-2.0,92,989.4,0.2
2016-01-06 19:00:00,346,3,-2.1,92,989.6,0.0
2016-01-06 20:00:00,335,2,-2.3,92,989.6,0.0
2016-01-06 21:00:00,318,2,-2.5,93,989.7,0.0
2016-01-06 22:00:00,300,1,-2.9,92,990.0,0.0
2016-01-06 23:00:00,299,2,-3.1,92,990.2,0.0
2016-01-07 00:00:00,336,4,-3.2,92,989.7,0.1
2016-01-07 01:00:00,338,4,-3.5,92,989.7,0.0
2016-01-07 02:00:00,330,3,-3.5,92,990.1,0.0
2016-01-07 03:00:00,330,2,-3.6,91,990.6,0.0
2016-01-07 04:00:00,296,1,-3.6,91,990.3,0.0
2016-01-07 05:00:00,307,1,-3.6,92,990.5,0.0
2016-01-07 06:00:00,319,2,-3.6,92,990.7,0.5
2016-01-07 07:00:00,18,1,-3.6,91,990.8,0.0
2016-01-07 08:00:00,352,3,-3.5,90,991.0,0.0
2016-01-07 09:00:00,37,2,-2.9,89,990.9,0.0
2016-01-07 10:00:00,89,2,-2.4,88,990.8,0.0
2016-01-07 11:00:00,113,3,-1.9,88,990.5,0.0
2016-01-07 12:00:00,94,2,-1.6,87,990.0,0.1
2016-01-07 13:00:00,110,3,-1.3,87,989.3,0.0
2016-01-07 14:00:00,116,2,-1.0,87,989.0,0.0
2016-01-07 15:00:00,77,3,-0.9,87,988.8,0.0
2016-01-07 16:00:00,83,3,-0.8,88,989.2,0.0
2016-01-07 17:00:00,87,3,-0.8,89,988.9,0.0
2016-01-07 18:00:00,111,3,-0.8,89,989.1,0.0
2016-01-07 19:00:00,100,4,-0.8,89,989.0,0.0
2016-01-07 20:00:00,100,4,-0.8,89,988.7,0.0
2016-01-07 21:00:00,110,5,-1.1,90,988.4,0.0
2016-01-07 22:00:00,120,4,-0.7,91,988.5,0.0
2016-01-07 23:00:00,130,5,-1.1,90,987.9,0.0
2016-01-08 00:00:00,130,7,-0.9,88,987.5,0.0
2016-01-08 01:00:00,130,8,-0.5,85,987.1,0.0
2016-01-08 02:00:00,142,6,-0.9,86,986.7,0.0
2016-01-08 03:00:00,141,6,-1.2,89,986.7,0.0
2016-01-08 04:00:00,150,5,-1.0,92,986.7,0.0
2016-01-08 05:00:00,164,5,-1.0,95,986.7,0.0
2016-01-08 06:00:00,183,4,-0.6,95,987.0,1.1
2016-01-08 07:00:00,176,3,0.0,94,987.3,0.0
2016-01-08 08:00:00,213,4,2.3,81,987.6,0.0
2016-01-08 09:00:00,252,9,4.2,70,987.9,0.0
2016-01-08 10:00:00,237,5,4.3,70,988.3,0.0
2016-01-08 11:00:00,256,7,5.2,66,988.4,0.0
2016-01-08 12:00:00,245,7,5.9,62,988.4,0.0
2016-01-08 13:00:00,247,6,5.8,62,988.7,0.0
2016-01-08 14:00:00,249,7,5.1,66,988.6,0.0
2016-01-08 15:00:00,238,5,4.3,68,989.0,0.0
2016-01-08 16:00:00,219,4,3.6,69,989.2,0.0
2016-01-08 17:00:00,224,4,3.1,70,989.1,0.0
2016-01-08 18:00:00,237,5,2.6,70,989.4,0.0
2016-01-08 19:00:00,240,5,2.4,71,989.8,0.0
2016-01-08 20:00:00,236,5,3.1,69,990.2,0.0
2016-01-08 21:00:00,237,6,2.9,67,990.4,0.0
2016-01-08 22:00:00,243,5,2.4,66,990.8,0.0
2016-01-08 23:00:00,249,6,2.9,66,991.6,0.0
2016-01-09 00:00:00,235,2,1.5,72,992.0,0.0
2016-01-09 01:00:00,250,1,0.3,77,992.4,0.0
2016-01-09 02:00:00,266,2,-2.0,71,992.7,0.0
2016-01-09 03:00:00,264,2,-3.1,85,992.9,0.0
2016-01-09 04:00:00,250,3,-3.3,88,993.6,0.0
2016-01-09 05:00:00,251,3,-4.1,91,993.6,0.0
2016-01-09 06:00:00,244,3,-4.2,90,993.7,0.0
2016-01-09 07:00:00,145,2,-4.4,95,993.7,0.0
2016-01-09 08:00:00,66,1,-4.6,94,994.1,0.0
2016-01-09 09:00:00,197,2,-2.0,86,994.4,0.0
2016-01-09 10:00:00,167,2,-0.7,81,994.2,0.0
2016-01-09 11:00:00,260,2,0.4,76,993.5,0.0
2016-01-09 12:00:00,188,2,2.5,71,993.2,0.0
2016-01-09 13:00:00,224,2,1.5,74,992.9,0.0
2016-01-09 14:00:00,209,1,1.7,72,992.7,0.0
2016-01-09 15:00:00,81,2,1.6,74,993.1,0.0
2016-01-09 16:00:00,38,2,1.6,76,992.8,0.0
2016-01-09 17:00:00,234,1,-0.1,81,992.7,0.0
2016-01-09 18:00:00,47,3,-0.3,82,992.2,0.0
2016-01-09 19:00:00,107,3,-1.0,85,991.8,0.0
2016-01-09 20:00:00,97,4,0.2,85,991.4,0.0
2016-01-09 21:00:00,112,4,0.6,86,991.2,0.0
2016-01-09 22:00:00,80,3,-1.0,91,991.0,0.0
2016-01-09 23:00:00,173,2,-1.4,93,990.4,0.0
2016-01-10 00:00:00,151,2,-1.8,96,989.7,0.0
2016-01-10 01:00:00,131,2,-2.6,97,989.5,0.0
2016-01-10 02:00:00,126,2,-2.0,97,989.1,0.0
2016-01-10 03:00:00,198,2,-1.9,97,988.6,0.0
2016-01-10 04:00:00,113,2,-1.7,97,988.2,0.0
2016-01-10 05:00:00,309,3,-4.4,95,987.8,0.0
2016-01-10 06:00:00,345,1,-4.7,95,987.6,0.0
2016-01-10 07:00:00,45,1,-4.0,95,987.3,0.0
2016-01-10 08:00:00,89,1,-3.0,96,987.1,0.0
2016-01-10 09:00:00,197,2,-1.1,97,987.2,0.0
2016-01-10 10:00:00,265,2,0.0,98,986.7,0.0
2016-01-10 11:00:00,127,4,2.5,98,985.5,0.0
2016-01-10 12:00:00,136,3,4.2,81,985.2,0.0
2016-01-10 13:00:00,135,5,3.3,85,984.7,0.0
2016-01-10 14:00:00,187,3,3.1,86,984.9,0.0
2016-01-10 15:00:00,215,2,2.7,87,985.2,0.0
2016-01-10 16:00:00,226,2,2.4,89,985.3,0.0
2016-01-10 17:00:00,243,2,2.2,90,985.2,0.0
2016-01-10 18:00:00,236,1,1.8,91,984.7,0.0
2016-01-10 19:00:00,225,2,1.6,93,985.0,0.0
2016-01-10 20:00:00,243,2,0.5,96,985.2,0.0
2016-01-10 21:00:00,22,2,-0.1,97,985.1,0.0
2016-01-10 22:00:00,352,3,0.1,98,984.9,0.0
2016-01-10 23:00:00,206,2,1.1,97,984.5,0.0
2016-01-11 00:00:00,311,2,1.7,97,984.0,0.1
2016-01-11 01:00:00,205,3,2.0,97,983.7,0.0
2016-01-11 02:00:00,189,3,2.0,95,982.8,0.0
2016-01-11 03:00:00,192,3,2.3,94,982.0,0.0
2016-01-11 04:00:00,198,2,2.2,94,981.7,0.0
2016-01-11 05:00:00,218,2,3.2,91,981.5,0.0
2016-01-11 06:00:00,230,3,4.3,85,981.1,0.8
2016-01-11 07:00:00,170,3,2.9,90,981.1,0.0
2016-01-11 08:00:00,220,4,4.6,84,981.4,0.0
2016-01-11 09:00:00,200,3,4.6,84,981.7,0.0
2016-01-11 10:00:00,240,5,5.6,80,980.9,0.0
2016-01-11 11:00:00,240,4,5.5,81,980.5,0.0
2016-01-11 12:00:00,170,2,5.3,83,979.9,0.0
2016-01-11 13:00:00,120,1,5.4,83,979.3,0.0
2016-01-11 14:00:00,80,1,4.7,84,978.4,0.0
2016-01-11 15:00:00,100,1,4.1,89,978.5,0.0
2016-01-11 16:00:00,70,2,3.9,92,977.5,0.0
2016-01-11 17:00:00,130,2,3.4,93,978.0,0.0
2016-01-11 18:00:00,132,1,3.0,96,977.5,0.0
2016-01-11 19:00:00,339,1,3.0,97,977.0,0.0
2016-01-11 20:00:00,65,1,2.2,97,976.7,0.0
2016-01-11 21:00:00,50,2,2.3,98,976.0,0.0
2016-01-11 22:00:00,191,2,2.6,98,976.0,0.0
2016-01-11 23:00:00,224,2,2.1,98,975.8,0.0
2016-01-12 00:00:00,355,2,2.2,98,975.6,1.8
2016-01-12 01:00:00,53,2,1.9,98,975.3,0.0
2016-01-12 02:00:00,69,2,1.7,98,975.3,0.0
2016-01-12 03:00:00,111,2,1.8,99,975.1,0.0
2016-01-12 04:00:00,83,3,1.8,99,974.9,0.0
2016-01-12 05:00:00,201,3,2.9,98,974.6,0.0
2016-01-12 06:00:00,221,2,3.3,94,975.0,0.2
2016-01-12 07:00:00,0,0,3.0,96,975.5,0.0
2016-01-12 08:00:00,221,2,3.3,97,975.9,0.0
2016-01-12 09:00:00,265,8,4.8,88,976.5,0.0
2016-01-12 10:00:00,279,5,4.7,88,977.3,0.0
2016-01-12 11:00:00,294,3,3.8,95,978.1,0.0
2016-01-12 12:00:00,297,3,3.5,94,978.9,1.9
2016-01-12 13:00:00,303,2,3.3,94,979.7,0.0
2016-01-12 14:00:00,318,1,3.1,96,980.5,0.0
2016-01-12 15:00:00,340,1,2.8,95,981.4,0.0
2016-01-12 16:00:00,290,1,3.0,97,982.2,0.0
2016-01-12 17:00:00,263,2,2.9,97,982.7,0.0
2016-01-12 18:00:00,263,6,3.9,95,983.3,2.3
2016-01-12 19:00:00,267,6,3.6,92,983.6,0.0
2016-01-12 20:00:00,253,3,3.5,94,983.9,0.0
2016-01-12 21:00:00,251,3,3.8,91,984.4,0.0
2016-01-12 22:00:00,267,4,3.7,88,984.7,0.0
2016-01-12 23:00:00,270,6,4.2,85,985.0,0.0
2016-01-13 00:00:00,244,3,3.8,87,985.3,0.3
2016-01-13 01:00:00,224,2,2.9,89,985.5,0.0
2016-01-13 02:00:00,240,3,3.0,87,985.9,0.0
2016-01-13 03:00:00,230,3,2.8,87,986.1,0.0
2016-01-13 04:00:00,240,4,3.0,84,986.1,0.0
2016-01-13 05:00:00,220,3,2.2,86,986.4,0.0
2016-01-13 06:00:00,240,4,3.2,84,986.5,0.0
2016-01-13 07:00:00,233,4,3.8,81,987.0,0.0
2016-01-13 08:00:00,237,5,3.9,81,987.1,0.0
2016-01-13 09:00:00,222,2,3.9,87,987.2,0.0
2016-01-13 10:00:00,221,4,4.6,81,987.1,0.0
2016-01-13 11:00:00,238,3,4.3,88,987.3,0.0
2016-01-13 12:00:00,253,7,5.9,82,987.3,0.8
2016-01-13 13:00:00,265,7,5.1,82,987.8,0.0
2016-01-13 14:00:00,269,7,4.7,85,988.5,0.0
2016-01-13 15:00:00,276,7,4.3,88,989.6,0.0
2016-01-13 16:00:00,279,5,4.1,89,990.8,0.0
2016-01-13 17:00:00,282,6,3.8,93,991.7,0.0
2016-01-13 18:00:00,279,6,3.8,92,992.3,0.3
2016-01-13 19:00:00,271,7,3.7,93,993.1,0.0
2016-01-13 20:00:00,294,5,2.8,93,994.6,0.0
2016-01-13 21:00:00,307,2,1.7,93,996.7,0.0
2016-01-13 22:00:00,306,4,1.7,88,998.4,0.0
2016-01-13 23:00:00,308,2,1.3,91,999.0,0.0
2016-01-14 00:00:00,300,3,1.3,84,999.4,2.0
2016-01-14 01:00:00,284,3,1.2,88,999.6,0.0
2016-01-14 02:00:00,305,4,1.4,79,1000.1,0.0
2016-01-14 03:00:00,285,2,1.1,86,1000.2,0.0
2016-01-14 04:00:00,253,3,1.1,88,1000.4,0.0
2016-01-14 05:00:00,262,2,0.6,88,1000.3,0.0
2016-01-14 06:00:00,237,3,-0.3,92,1000.1,0.0
2016-01-14 07:00:00,192,3,0.4,92,999.7,0.0
2016-01-14 08:00:00,222,3,1.2,85,999.7,0.0
2016-01-14 09:00:00,235,4,1.4,88,999.6,0.0
2016-01-14 10:00:00,231,4,2.5,83,999.3,0.0
2016-01-14 11:00:00,201,3,3.4,80,998.7,0.0
2016-01-14 12:00:00,207,4,4.2,72,998.0,0.0
2016-01-14 13:00:00,200,4,4.6,72,997.4,0.0
2016-01-14 14:00:00,212,4,4.5,70,997.0,0.0
2016-01-14 15:00:00,202,3,3.0,77,996.5,0.0
2016-01-14 16:00:00,224,3,2.0,76,996.2,0.0
2016-01-14 17:00:00,231,2,-0.4,88,995.9,0.0
2016-01-14 18:00:00,176,2,-1.3,93,995.3,0.0
2016-01-14 19:00:00,183,2,-1.4,93,994.7,0.0
2016-01-14 20:00:00,113,3,-2.3,92,994.5,0.0
2016-01-14 21:00:00,123,3,-1.2,92,994.2,0.0
2016-01-14 22:00:00,105,3,-0.7,91,993.2,0.0
2016-01-14 23:00:00,143,3,0.0,92,992.9,0.0
2016-01-15 00:00:00,148,2,0.0,92,992.7,0.0
2016-01-15 01:00:00,90,2,-0.4,94,992.2,0.0
2016-01-15 02:00:00,133,2,-0.1,94,991.9,0.0
2016-01-15 03:00:00,101,2,-0.6,94,991.4,0.0
2016-01-15 04:00:00,164,2,-0.6,95,991.1,0.0
2016-01-15 05:00:00,352,2,-0.4,94,991.1,0.0
2016-01-15 06:00:00,92,1,-0.3,95,991.1,0.0
2016-01-15 07:00:00,279,1,-0.3,94,991.5,0.0
2016-01-15 08:00:00,289,2,0.3,94,991.9,0.0
2016-01-15 09:00:00,349,2,0.6,95,991.8,0.0
2016-01-15 10:00:00,338,3,1.1,96,991.6,0.0
2016-01-15 11:00:00,245,1,1.4,95,991.6,0.0
2016-01-15 12:00:00,261,1,1.9,95,991.6,0.5
2016-01-15 13:00:00,268,2,2.1,94,991.7,0.0
2016-01-15 14:00:00,279,1,2.0,94,992.0,0.0
2016-01-15 15:00:00,313,1,1.5,96,992.4,0.0
2016-01-15 16:00:00,315,1,1.5,96,992.7,0.0
2016-01-15 17:00:00,346,3,1.2,94,993.4,0.0
2016-01-15 18:00:00,332,2,1.0,94,993.9,0.1
2016-01-15 19:00:00,339,3,0.9,91,994.3,0.0
2016-01-15 20:00:00,341,2,0.9,92,994.9,0.0
2016-01-15 21:00:00,334,2,0.8,92,995.9,0.0
2016-01-15 22:00:00,339,3,0.7,89,996.6,0.0
2016-01-15 23:00:00,344,4,0.8,85,997.3,0.0
2016-01-16 00:00:00,337,2,0.6,86,997.9,0.1
2016-01-16 01:00:00,330,3,0.5,86,998.4,0.0
2016-01-16 02:00:00,307,3,0.1,87,999.0,0.0
2016-01-16 03:00:00,319,3,-0.3,90,999.6,0.0
2016-01-16 04:00:00,307,2,-0.3,91,1000.0,0.0
2016-01-16 05:00:00,314,2,-0.2,89,1000.5,0.0
2016-01-16 06:00:00,302,2,-0.1,89,1001.1,0.0
2016-01-16 07:00:00,303,2,-0.1,89,1001.8,0.0
2016-01-16 08:00:00,302,2,-0.1,89,1002.6,0.0
2016-01-16 09:00:00,301,2,-0.3,93,1003.2,0.0
2016-01-16 10:00:00,311,2,-0.1,91,1003.5,0.0
2016-01-16 11:00:00,294,3,0.1,89,1003.8,0.0
2016-01-16 12:00:00,315,2,0.4,86,1003.9,0.2
2016-01-16 13:00:00,347,3,1.0,81,1003.9,0.0
2016-01-16 14:00:00,329,1,0.9,81,1004.3,0.0
2016-01-16 15:00:00,344,1,0.4,85,1004.4,0.0
2016-01-16 16:00:00,0,0,0.2,84,1004.6,0.0
2016-01-16 17:00:00,132,3,-0.4,82,1004.8,0.0
2016-01-16 18:00:00,142,2,-0.7,83,1005.1,0.0
2016-01-16 19:00:00,160,3,-1.0,79,1004.8,0.0
2016-01-16 20:00:00,150,4,-1.2,78,1004.7,0.0
2016-01-16 21:00:00,140,3,-1.2,76,1004.6,0.0
2016-01-16 22:00:00,150,3,-1.2,77,1004.6,0.0
2016-01-16 23:00:00,130,4,-1.4,74,1004.2,0.0
2016-01-17 00:00:00,120,3,-2.1,78,1003.9,0.0
2016-01-17 01:00:00,130,4,-2.3,75,1003.7,0.0
2016-01-17 02:00:00,133,4,-3.7,81,1003.6,0.0
2016-01-17 03:00:00,135,3,-4.8,84,1003.7,0.0
2016-01-17 04:00:00,127,3,-5.5,87,1003.7,0.0
2016-01-17 05:00:00,166,2,-5.8,88,1003.7,0.0
2016-01-17 06:00:00,152,2,-5.9,90,1004.0,0.0
2016-01-17 07:00:00,182,4,-6.2,91,1004.4,0.0
2016-01-17 08:00:00,0,0,-5.0,90,1004.9,0.0
2016-01-17 09:00:00,133,2,-3.4,81,1005.4,0.0
2016-01-17 10:00:00,218,3,-1.5,70,1005.7,0.0
2016-01-17 11:00:00,156,3,-0.6,60,1005.6,0.0
2016-01-17 12:00:00,174,2,-0.4,58,1005.8,0.0
2016-01-17 13:00:00,253,4,0.3,54,1005.9,0.0
2016-01-17 14:00:00,281,1,-0.5,60,1006.3,0.0
2016-01-17 15:00:00,292,1,-0.7,63,1006.9,0.0
2016-01-17 16:00:00,250,3,-0.9,65,1007.5,0.0
2016-01-17 17:00:00,260,2,-1.2,68,1008.2,0.0
2016-01-17 18:00:00,325,1,-1.4,67,1008.6,0.0
2016-01-17 19:00:00,320,1,-1.4,67,1008.9,0.0
2016-01-17 20:00:00,339,1,-1.5,68,1008.9,0.0
2016-01-17 21:00:00,0,0,-1.9,72,1008.9,0.0
2016-01-17 22:00:00,266,1,-3.5,77,1009.1,0.0
2016-01-17 23:00:00,310,1,-3.9,77,1009.2,0.0
2016-01-18 00:00:00,300,1,-5.8,84,1009.1,0.0
2016-01-18 01:00:00,280,1,-5.9,86,1009.2,0.0
2016-01-18 02:00:00,310,3,-5.4,84,1009.3,0.0
2016-01-18 03:00:00,264,3,-4.9,82,1009.1,0.0
2016-01-18 04:00:00,245,2,-4.6,83,1008.9,0.0
2016-01-18 05:00:00,261,2,-4.5,81,1008.7,0.0
2016-01-18 06:00:00,270,2,-4.6,82,1008.8,0.0
2016-01-18 07:00:00,250,1,-4.3,86,1008.7,0.0
2016-01-18 08:00:00,257,2,-3.4,87,1008.9,0.0
2016-01-18 09:00:00,283,1,-3.2,90,1008.9,0.0
2016-01-18 10:00:00,273,3,-2.4,87,1008.6,0.0
2016-01-18 11:00:00,278,3,-2.3,86,1008.1,0.0
2016-01-18 12:00:00,275,2,-2.0,83,1007.5,0.0
2016-01-18 13:00:00,300,2,-1.6,79,1007.0,0.0
2016-01-18 14:00:00,213,2,-1.8,80,1006.6,0.0
2016-01-18 15:00:00,241,1,-1.8,79,1006.6,0.0
2016-01-18 16:00:00,0,0,-2.2,76,1006.4,0.0
2016-01-18 17:00:00,230,1,-4.9,87,1006.3,0.0
2016-01-18 18:00:00,199,1,-5.6,89,1006.2,0.0
2016-01-18 19:00:00,0,0,-4.7,89,1005.9,0.0
2016-01-18 20:00:00,174,1,-5.0,87,1005.9,0.0
2016-01-18 21:00:00,192,1,-6.5,89,1006.0,0.0
2016-01-18 22:00:00,0,0,-6.7,91,1005.7,0.0
2016-01-18 23:00:00,109,1,-8.9,86,1005.6,0.0
2016-01-19 00:00:00,284,1,-8.9,90,1005.3,0.0
2016-01-19 01:00:00,0,0,-10.0,89,1004.9,0.0
2016-01-19 02:00:00,0,0,-10.0,87,1004.6,0.0
