,WindDir,WindSpeed,Temp,Humidity,Pressure,Precip
2019-01-01 00:00:00,209,2,2.7,88,1012.5,0.0
2019-01-01 01:00:00,228,3,3.8,86,1011.7,0.0
2019-01-01 02:00:00,219,3,4.3,80,1010.7,0.0
2019-01-01 03:00:00,238,4,4.3,91,1009.0,0.0
2019-01-01 04:00:00,240,4,5.3,88,1008.1,0.0
2019-01-01 05:00:00,237,4,5.8,87,1007.2,0.0
2019-01-01 06:00:00,234,5,6.1,82,1006.1,0.0
2019-01-01 07:00:00,228,4,6.1,80,1004.9,0.0
2019-01-01 08:00:00,265,7,7.8,77,1004.0,0.0
2019-01-01 09:00:00,272,7,7.7,78,1002.9,0.0
2019-01-01 10:00:00,278,9,7.6,80,1001.7,0.0
2019-01-01 11:00:00,278,9,8.1,78,1000.2,0.0
2019-01-01 12:00:00,277,10,7.7,83,998.9,0.0
2019-01-01 13:00:00,280,10,7.6,84,998.4,0.0
2019-01-01 14:00:00,283,9,7.7,82,997.8,0.0
2019-01-01 15:00:00,284,10,7.4,84,997.4,0.0
2019-01-01 16:00:00,299,6,7.0,76,997.7,0.0
2019-01-01 17:00:00,292,6,5.8,77,997.5,0.0
2019-01-01 18:00:00,282,8,6.0,76,996.8,0.5
2019-01-01 19:00:00,283,10,4.3,80,995.7,0.0
2019-01-01 20:00:00,284,9,4.5,73,996.1,0.0
2019-01-01 21:00:00,280,9,3.1,81,996.0,0.0
2019-01-01 22:00:00,284,10,2.9,80,995.4,0.0
2019-01-01 23:00:00,288,10,3.7,75,994.6,0.0
2019-01-02 00:00:00,285,11,3.5,74,994.6,0.0
2019-01-02 01:00:00,288,11,2.3,84,995.1,0.0
2019-01-02 02:00:00,292,8,2.0,88,995.5,0.0
2019-01-02 03:00:00,296,8,2.8,79,995.8,0.0
2019-01-02 04:00:00,294,7,2.7,79,996.5,0.0
2019-01-02 05:00:00,296,5,3.0,75,997.0,0.0
2019-01-02 06:00:00,300,7,3.1,69,997.4,0.4
2019-01-02 07:00:00,308,6,3.2,67,997.7,0.0
2019-01-02 08:00:00,301,6,1.6,84,998.4,0.0
2019-01-02 09:00:00,315,4,1.1,91,999.5,0.0
2019-01-02 10:00:00,339,5,1.4,90,1000.8,0.0
2019-01-02 11:00:00,338,4,2.0,83,1001.9,0.0
2019-01-02 12:00:00,337,4,2.0,76,1003.0,0.7
2019-01-02 13:00:00,340,5,1.9,72,1004.1,0.0
2019-01-02 14:00:00,327,3,1.6,73,1005.2,0.0
2019-01-02 15:00:00,331,4,1.4,66,1006.1,0.0
2019-01-02 16:00:00,328,4,1.1,58,1006.9,0.0
2019-01-02 17:00:00,323,4,0.8,64,1007.9,0.0
2019-01-02 18:00:00,320,3,0.0,69,1008.6,0.0
2019-01-02 19:00:00,318,3,-0.2,68,1009.4,0.0
2019-01-02 20:00:00,321,4,-0.4,68,1009.7,0.0
2019-01-02 21:00:00,325,4,-0.9,67,1010.1,0.0
