,MaxTemp,MinTemp,AvgTmp,Precip,WindSpeed,Humidity,Pressure
2018-04-11,21.4,8.9,15.6,0.0,4.1,59.6,994.8
2018-04-12,25.1,9.0,17.4,0.0,4.6,51.4,993.9
2018-04-13,20.6,13.5,16.3,0.1,4.5,61.0,995.2
2018-04-14,20.3,8.5,15.0,0.0,3.4,55.9,1005.0
2018-04-15,23.7,6.7,16.5,4.2,3.9,59.5,1001.1
2018-04-16,19.6,13.9,15.7,5.1,3.4,85.6,997.8
2018-04-17,17.1,12.4,13.3,0.0,3.0,81.8,1009.6
2018-04-18,21.6,4.4,13.8,0.0,1.6,66.9,1017.0
2018-04-19,24.3,6.6,16.8,0.0,1.9,66.8,1015.8
2018-04-20,23.5,8.0,16.3,0.0,2.6,57.0,1011.1
2018-04-21,26.0,7.1,17.7,0.0,2.0,57.5,1003.5
2018-04-22,22.0,5.3,14.4,2.4,1.6,55.1,1002.6
2018-04-23,24.4,9.7,15.8,7.9,3.0,72.9,997.9
2018-04-24,20.1,8.8,15.4,0.0,2.3,68.0,1000.4
2018-04-25,23.1,10.4,16.2,1.6,4.8,66.5,995.0
2018-04-26,15.7,9.1,11.9,0.7,2.9,71.9,999.2
2018-04-27,17.0,4.3,11.4,0.0,3.1,61.5,1002.0
2018-04-28,24.5,6.8,16.9,0.0,2.4,58.3,997.6
2018-04-29,27.2,8.9,19.2,0.0,1.6,63.3,994.8
2018-04-30,27.2,15.3,20.2,3.0,5.0,58.4,989.3
2018-05-01,20.4,8.2,14.6,0.0,2.0,67.9,995.9
2018-05-02,21.9,9.8,16.1,0.0,3.1,59.1,999.7
2018-05-03,25.2,13.1,17.7,0.0,2.3,76.5,997.4
2018-05-04,19.3,8.8,14.3,0.0,2.9,57.8,1006.4
2018-05-05,19.0,6.4,13.5,0.0,2.4,45.5,1010.8
2018-05-06,21.1,5.3,14.2,0.0,2.6,55.9,1010.8
2018-05-07,23.2,7.9,16.6,0.0,2.8,53.6,1007.5
2018-05-08,25.2,8.0,18.1,0.0,2.9,52.0,1000.9
2018-05-09,25.9,12.0,18.6,2.2,1.9,69.6,996.1
2018-05-10,26.1,13.0,19.4,3.0,3.3,72.5,996.0
2018-05-11,20.6,13.9,16.9,0.0,2.0,83.4,1003.5
2018-05-12,24.9,11.0,17.4,0.1,1.6,79.4,1003.0
2018-05-13,25.5,12.8,19.8,0.0,4.5,44.4,999.5
2018-05-14,23.2,13.9,17.8,0.0,5.3,47.0,999.9
2018-05-15,20.2,9.0,14.6,0.5,2.6,69.3,998.2
2018-05-16,19.9,12.3,15.3,29.5,2.4,78.6,995.5
2018-05-17,16.7,13.0,14.3,1.8,3.6,90.4,995.1
2018-05-18,18.2,11.9,14.3,0.0,4.0,78.6,1001.6
2018-05-19,20.7,10.0,15.0,0.0,1.9,61.8,1006.2
2018-05-20,21.7,6.8,15.1,0.0,2.6,60.1,1009.8
2018-05-21,21.8,8.3,16.7,0.0,3.9,51.9,1006.8
2018-05-22,23.8,7.8,17.5,0.0,2.0,56.3,1001.6
2018-05-23,25.4,14.0,19.7,2.4,3.0,62.4,1005.3
2018-05-24,24.4,15.0,19.8,0.0,4.4,52.8,1007.8
2018-05-25,24.7,10.7,19.2,0.0,2.9,57.6,1005.9
2018-05-26,27.0,10.6,19.7,0.0,1.4,61.4,1007.4
2018-05-27,28.7,11.3,21.8,0.0,2.8,57.8,1006.7
2018-05-28,30.1,17.2,23.7,0.0,4.8,53.4,1006.6
2018-05-29,30.6,16.4,22.7,0.3,3.8,52.3,1003.7
2018-05-30,29.9,14.7,22.3,0.0,4.0,60.8,1002.4
2018-05-31,30.3,16.0,23.9,0.0,3.1,56.1,1001.9
2018-06-01,31.6,16.6,23.7,0.0,2.6,59.4,1000.9
2018-06-02,28.6,16.2,21.9,0.0,2.6,71.9,1000.7
2018-06-03,25.2,17.3,20.6,0.0,3.1,77.1,1001.6
2018-06-04,27.8,15.5,22.1,0.9,1.8,68.1,996.9
2018-06-05,26.7,17.7,21.8,0.0,2.1,64.0,996.2
2018-06-06,24.0,12.7,17.5,0.0,5.3,39.4,1004.1
2018-06-07,26.5,8.9,19.1,0.0,3.6,39.6,1004.2
2018-06-08,30.4,13.8,23.0,0.0,2.6,50.0,999.8
2018-06-09,30.8,18.1,23.5,0.0,2.5,64.6,998.0
2018-06-10,30.5,17.5,23.0,0.1,1.9,68.9,995.9
2018-06-11,25.5,16.8,21.6,8.5,2.6,71.3,995.4
2018-06-12,24.3,16.2,19.8,0.7,2.0,68.0,993.6
2018-06-13,23.1,15.3,16.8,0.3,2.6,74.1,995.8
2018-06-14,21.1,10.8,16.6,0.0,2.1,66.5,1000.5
2018-06-15,25.5,9.6,18.5,0.0,1.5,58.1,1001.7
2018-06-16,27.6,10.6,20.3,0.0,1.9,56.1,1002.0
2018-06-17,29.7,13.6,22.8,0.0,1.9,53.0,1000.6
2018-06-18,26.8,15.6,21.0,0.0,2.3,61.1,1004.3
2018-06-19,26.7,13.3,21.5,0.0,2.4,57.4,1006.8
2018-06-20,28.9,19.1,23.7,0.0,1.9,55.5,1006.8
2018-06-21,33.0,15.3,21.5,4.6,3.6,60.4,998.0
2018-06-22,17.4,8.9,12.8,0.0,4.5,62.0,1003.3
2018-06-23,16.9,8.8,13.7,0.0,4.6,67.5,1003.7
2018-06-24,18.3,11.8,14.0,6.6,4.9,80.8,1002.9
2018-06-25,21.7,9.0,15.6,0.4,1.9,71.6,1005.1
2018-06-26,21.3,11.4,14.7,28.2,2.3,86.1,1006.4
2018-06-27,23.9,11.0,17.3,0.0,2.5,74.0,1008.1
2018-06-28,23.1,17.2,19.5,1.8,2.6,76.0,1002.5
2018-06-29,29.3,17.9,22.8,0.0,2.9,56.5,998.3
2018-06-30,26.3,11.0,15.7,0.0,3.0,52.5,1002.5
2018-07-01,19.5,8.0,14.5,1.0,2.4,55.8,1004.4
2018-07-02,21.2,7.2,15.3,0.0,1.8,55.9,1002.9
2018-07-03,26.5,11.0,19.7,0.0,2.4,45.3,1001.2
2018-07-04,30.2,11.2,22.1,0.0,1.6,42.9,999.6
2018-07-05,31.8,12.7,24.0,0.0,2.0,46.5,996.0
2018-07-06,29.0,18.3,21.4,0.0,2.8,61.1,999.3
2018-07-07,26.2,15.9,20.4,0.0,2.9,47.5,1003.3
2018-07-08,26.1,14.0,20.7,0.0,2.0,51.1,1003.6
2018-07-09,27.9,14.3,22.3,0.0,2.5,54.1,1002.0
2018-07-10,25.9,14.1,17.0,16.1,2.0,79.3,1000.8
2018-07-11,23.1,14.9,17.3,12.8,2.0,84.8,999.7
2018-07-12,21.7,12.6,16.7,8.9,2.5,79.6,998.9
2018-07-13,26.1,11.9,18.3,0.5,2.9,77.8,1001.1
2018-07-14,26.7,15.2,20.3,0.4,3.1,68.6,1002.1
2018-07-15,27.0,13.7,20.8,0.0,2.5,59.8,1001.6
2018-07-16,28.4,13.0,22.0,5.0,2.4,58.9,998.1
2018-07-17,25.8,16.9,18.7,11.2,2.9,89.4,995.0
2018-07-18,19.6,17.8,18.7,14.5,3.8,92.1,996.2
2018-07-19,19.7,18.5,18.9,0.7,3.3,89.3,999.6
2018-07-20,26.7,16.2,21.1,0.0,2.5,61.0,1000.0
2018-07-21,28.9,11.9,21.9,0.0,1.5,56.9,997.6
2018-07-22,27.8,13.9,21.7,0.0,1.6,59.8,997.1
2018-07-23,28.9,15.6,22.6,0.0,2.3,60.6,999.6
2018-07-24,28.3,16.4,23.0,0.0,2.1,61.9,1000.2
2018-07-25,28.5,17.5,23.7,0.0,2.4,61.5,999.8
2018-07-26,29.6,16.5,23.5,0.4,2.4,66.8,1001.3
2018-07-27,28.5,17.3,21.5,10.8,1.4,82.3,1000.7
2018-07-28,30.5,16.0,23.4,0.0,1.4,75.9,996.5
2018-07-29,29.5,19.6,24.3,0.0,2.5,66.1,1000.2
2018-07-30,31.2,16.3,24.7,0.0,1.5,60.3,1002.8
2018-07-31,33.2,16.7,25.5,0.0,1.8,61.4,1003.1
2018-08-01,33.4,18.9,26.8,0.0,2.1,59.1,1004.3
2018-08-02,33.7,20.0,27.3,0.0,2.0,61.1,1005.6
2018-08-03,32.8,19.4,26.8,0.0,1.0,63.6,1005.9
2018-08-04,31.4,19.4,25.9,0.0,1.6,64.6,1002.6
2018-08-05,29.3,18.6,23.6,0.0,2.0,62.5,1002.7
2018-08-06,27.8,13.5,21.3,0.0,1.8,55.8,1004.6
2018-08-07,32.8,13.8,24.0,0.0,3.9,48.0,1001.5
2018-08-08,32.7,17.9,25.7,0.0,4.3,56.6,999.2
2018-08-09,33.9,20.4,26.7,0.3,1.9,60.0,999.8
2018-08-10,29.1,18.9,22.0,1.9,2.4,65.8,1005.6
2018-08-11,28.2,16.3,20.5,0.1,2.0,65.0,1006.4
2018-08-12,27.2,10.8,19.5,0.0,2.1,51.8,1004.1
2018-08-13,33.5,11.9,24.1,2.1,2.9,48.8,995.0
2018-08-14,28.3,18.0,21.9,0.0,2.8,64.5,996.8
2018-08-15,25.5,16.6,20.7,0.0,2.9,63.1,1003.0
2018-08-16,27.9,12.6,21.0,0.0,1.5,58.5,1004.6
2018-08-17,30.5,15.4,23.3,0.0,2.0,56.3,1001.4
2018-08-18,28.4,16.1,22.2,0.0,2.1,66.6,1004.7
2018-08-19,30.9,14.6,23.7,0.0,1.4,60.0,1005.3
2018-08-20,31.6,17.7,24.8,0.1,2.6,52.5,1001.5
2018-08-21,26.2,16.2,20.4,0.0,1.5,65.0,1005.8
2018-08-22,28.9,12.9,21.5,0.0,2.3,60.1,1005.2
2018-08-23,33.9,17.2,25.6,0.0,1.9,51.3,998.5
2018-08-24,29.9,16.6,22.0,7.5,2.1,70.4,994.7
2018-08-25,22.1,15.0,17.3,0.0,1.8,75.9,996.4
2018-08-26,19.9,13.1,15.4,0.0,2.0,64.5,1001.2
2018-08-27,24.3,5.4,16.4,0.0,2.6,58.0,1001.5
2018-08-28,22.6,13.5,17.6,0.0,1.5,62.9,1004.5
2018-08-29,25.9,7.6,17.6,0.0,3.3,61.0,1003.8
2018-08-30,27.9,13.0,18.7,4.5,3.5,75.0,1000.5
2018-08-31,22.9,13.5,18.3,0.1,2.8,64.3,1005.4
2018-09-01,20.4,16.4,17.4,23.1,2.3,79.1,1008.1
2018-09-02,26.3,13.8,19.4,0.0,2.3,77.8,1007.6
2018-09-03,27.4,16.2,22.4,0.0,3.8,61.0,1003.2
2018-09-04,26.4,14.7,20.2,0.0,1.8,64.0,1000.3
2018-09-05,25.2,12.4,18.6,0.0,1.8,66.3,1002.6
2018-09-06,25.0,10.6,18.2,0.0,1.4,66.8,999.7
2018-09-07,26.8,10.9,19.3,0.4,1.6,67.6,998.0
2018-09-08,22.8,15.0,18.5,0.0,2.1,66.9,1005.0
2018-09-09,25.1,9.2,17.1,0.0,1.0,67.3,1007.6
2018-09-10,26.6,8.1,18.2,0.2,1.1,62.5,1007.2
2018-09-11,26.1,14.9,19.7,0.0,1.5,65.1,1006.8
2018-09-12,31.1,13.2,22.3,0.0,2.3,48.9,1005.1
2018-09-13,23.0,14.2,18.4,1.9,2.5,71.8,1004.6
2018-09-14,18.5,14.4,15.0,3.9,1.3,93.8,1005.3
2018-09-15,21.4,12.9,16.3,0.0,2.1,72.9,1006.8
2018-09-16,22.3,10.2,15.8,0.0,1.6,64.9,1010.2
2018-09-17,26.1,8.7,17.9,0.0,1.6,65.5,1006.9
2018-09-18,29.0,10.8,20.4,0.0,3.1,64.5,1003.7
2018-09-19,29.8,13.6,21.2,0.0,1.6,60.8,1004.0
2018-09-20,31.0,13.0,21.8,0.0,1.8,63.1,1004.2
2018-09-21,29.5,14.4,21.7,1.4,4.3,63.3,997.5
2018-09-22,25.0,11.7,14.3,0.0,5.3,63.0,1003.8
2018-09-23,16.6,11.4,13.6,12.3,3.4,68.4,996.5
2018-09-24,14.2,7.7,9.0,1.6,5.6,76.4,1005.6
2018-09-25,13.4,4.8,8.3,0.0,3.4,73.0,1019.6
2018-09-26,16.3,0.4,9.7,0.0,3.1,58.3,1019.6
2018-09-27,20.8,11.0,15.6,0.0,3.9,61.6,1012.1
2018-09-28,19.4,7.3,13.1,0.0,1.9,70.0,1005.4
2018-09-29,14.7,3.6,8.4,0.0,1.4,67.9,1012.7
2018-09-30,17.9,0.6,9.2,0.0,2.5,63.1,1005.6
2018-10-01,17.6,1.4,9.7,0.0,2.9,67.9,997.3
2018-10-02,12.9,7.6,9.9,0.8,5.4,67.9,1001.1
2018-10-03,14.7,8.4,10.3,1.2,5.9,75.9,1001.8
2018-10-04,15.3,6.4,10.2,0.0,2.9,74.1,1011.6
2018-10-05,20.2,3.2,12.0,0.0,2.8,67.8,1009.7
2018-10-06,21.9,7.8,14.9,0.0,2.8,58.1,999.9
2018-10-07,22.5,7.1,14.0,0.0,2.1,72.0,1000.0
2018-10-08,15.5,6.8,10.5,0.0,2.3,74.6,1009.0
2018-10-09,20.8,2.8,11.8,0.0,1.3,76.4,1009.6
2018-10-10,23.3,5.1,14.3,0.0,2.5,75.9,1010.1
2018-10-11,24.9,8.8,15.9,0.0,4.5,68.3,1008.4
2018-10-12,24.8,5.4,15.5,0.0,3.4,68.8,1010.9
2018-10-13,23.8,6.8,14.9,0.0,3.1,67.6,1012.0
2018-10-14,25.3,7.9,15.0,0.0,4.6,62.4,1006.8
2018-10-15,23.6,8.3,14.7,0.0,3.3,54.9,1005.3
2018-10-16,23.2,6.1,14.7,0.0,3.0,55.1,1005.2
2018-10-17,22.0,5.6,13.3,0.0,1.8,65.5,1005.7
2018-10-18,20.2,4.5,11.8,0.0,1.4,77.1,1005.3
2018-10-19,13.6,9.3,11.8,0.2,1.4,91.3,1009.2
2018-10-20,13.0,7.5,10.3,0.1,2.6,76.9,1012.0
2018-10-21,12.5,6.1,7.7,0.0,1.1,78.8,1013.9
2018-10-22,14.7,-1.9,6.3,0.5,1.8,82.0,1012.0
2018-10-23,9.8,3.4,7.9,10.2,7.1,83.9,1000.3
2018-10-24,11.1,6.3,8.3,0.8,4.4,66.9,995.3
2018-10-25,13.3,2.5,9.8,1.0,5.8,84.1,995.9
2018-10-26,12.3,7.0,9.6,0.0,3.0,73.8,994.1
2018-10-27,11.0,5.2,7.7,0.0,2.6,74.8,991.8
2018-10-28,6.7,4.5,5.1,18.8,2.8,88.0,997.9
2018-10-29,8.3,4.3,6.3,0.0,3.1,93.9,992.8
2018-10-30,20.4,8.2,17.2,0.0,8.8,58.1,987.0
2018-10-31,16.6,4.5,11.1,0.0,2.4,63.5,1004.6
2018-11-01,19.3,6.5,14.2,0.0,5.9,62.4,1001.7
2018-11-02,17.9,5.7,12.8,9.5,1.3,68.8,1007.3
2018-11-03,12.8,9.2,10.1,2.3,1.5,91.9,1013.5
2018-11-04,11.6,9.5,10.6,0.0,4.9,93.3,1008.0
2018-11-05,17.0,8.3,11.7,0.0,5.0,80.6,1002.3
2018-11-06,19.8,6.5,12.7,0.0,3.8,69.6,1000.7
2018-11-07,17.9,6.4,12.8,0.0,5.3,68.1,1000.1
2018-11-08,15.0,2.9,8.9,0.0,1.5,85.9,1005.6
2018-11-09,11.5,2.9,7.8,0.0,1.4,92.9,1004.3
2018-11-10,14.9,2.9,8.5,0.0,2.9,84.5,999.3
2018-11-11,13.6,1.3,7.6,0.0,1.8,86.3,1000.5
2018-11-12,18.5,2.8,9.5,0.0,2.8,84.9,1006.1
2018-11-13,16.4,5.3,10.7,0.6,2.9,85.9,1008.3
2018-11-14,12.0,6.4,8.8,0.0,4.0,81.0,1014.8
2018-11-15,10.0,0.4,5.5,0.0,2.0,83.6,1017.3
2018-11-16,8.5,-0.6,4.9,0.0,3.9,77.9,1020.9
2018-11-17,5.9,-0.6,1.5,0.0,2.9,72.8,1023.0
2018-11-18,1.6,-8.0,-2.8,0.2,1.1,83.4,1014.3
2018-11-19,3.0,-0.6,2.0,0.1,4.9,84.3,1007.0
2018-11-20,2.3,0.8,1.4,1.9,6.1,78.1,1005.0
2018-11-21,1.3,-0.3,0.6,0.0,4.8,88.1,1006.7
2018-11-22,1.8,0.8,1.2,0.0,4.4,84.0,1010.1
2018-11-23,6.0,1.1,3.7,0.0,3.6,86.6,1008.6
2018-11-24,7.4,1.6,5.3,0.0,2.0,87.1,1000.5
2018-11-25,9.7,-0.8,4.8,0.0,1.4,86.3,998.4
2018-11-26,5.8,1.3,3.0,0.0,3.9,85.6,997.1
2018-11-27,1.7,-1.2,-0.1,0.0,1.9,71.6,1005.7
2018-11-28,4.1,-2.0,0.1,0.0,2.5,76.6,1014.8
2018-11-29,0.7,-6.2,-3.3,0.0,5.5,75.9,1014.3
2018-11-30,2.0,-4.6,-1.2,0.0,7.5,64.8,1006.3
2018-12-01,0.6,-6.1,-1.9,0.2,2.1,85.9,1002.4
2018-12-02,4.3,-1.8,2.0,2.3,4.9,83.8,994.8
2018-12-03,10.3,2.9,8.5,1.3,2.8,85.8,989.1
2018-12-04,10.3,2.9,6.9,0.3,3.9,84.1,997.1
2018-12-05,6.1,-1.7,1.4,0.0,2.5,85.5,1012.8
2018-12-06,4.8,-3.4,1.3,0.7,3.3,82.6,1006.3
2018-12-07,11.2,3.5,8.8,3.0,3.6,82.5,995.0
2018-12-08,11.6,5.9,7.9,0.9,4.9,72.1,989.4
2018-12-09,10.0,5.5,7.6,1.3,6.0,76.3,981.6
2018-12-10,7.2,2.5,4.2,3.1,6.5,82.0,992.6
2018-12-11,3.2,1.6,2.6,5.0,4.1,89.6,996.4
2018-12-12,2.7,-0.5,1.0,0.0,2.3,89.4,1006.1
2018-12-13,1.3,-3.7,0.2,0.6,1.5,94.4,1008.4
2018-12-14,1.1,-0.1,0.5,0.5,2.8,84.3,1010.6
2018-12-15,1.1,-0.8,0.1,0.0,2.6,82.3,1011.7
2018-12-16,0.6,-2.5,-1.4,0.0,2.5,81.9,1003.9
2018-12-17,1.4,-2.6,0.1,0.0,1.3,85.1,1006.6
2018-12-18,5.0,0.6,2.1,0.1,1.1,89.0,1012.4
2018-12-19,2.9,-2.8,-0.2,0.4,4.4,84.1,1007.2
2018-12-20,2.3,-0.5,1.1,1.1,2.6,81.9,1002.8
2018-12-21,6.2,0.6,4.9,4.0,4.6,82.1,997.2
2018-12-22,11.2,3.7,8.1,4.8,5.8,76.3,992.0
2018-12-23,7.2,3.7,5.3,1.7,3.1,87.8,1001.2
2018-12-24,6.3,0.0,1.8,0.0,3.3,81.1,1004.0
2018-12-25,4.3,-0.3,2.8,2.2,5.0,87.6,1011.1
2018-12-26,4.8,3.6,4.3,0.0,6.0,84.9,1010.5
2018-12-27,8.2,4.1,6.3,0.0,5.0,87.9,1008.7
2018-12-28,6.1,4.8,5.4,0.5,4.1,87.8,1008.0
2018-12-29,5.9,3.4,5.1,0.9,3.5,91.4,1010.6
2018-12-30,6.9,3.6,4.5,5.6,3.8,88.3,1005.2
2018-12-31,4.8,-0.2,2.5,0.0,2.3,87.3,1014.0
